opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Grachev,B",Mumbai IND,0.0,"Catalan Opening: Open Defense, Classical Line",1. c4 e6 2. g3 Nf6 3. Bg2 d5 4. Nf3 Be7 5. d4 O-O 6. O-O dxc4 7. Ne5 Nc6 8. Bxc6 bxc6 9. Nxc6 Qe8 10. Nxe7+ Qxe7 11. Na3 Rd8 12. Qc2 Rxd4 13. Be3 Rd7 14. Nxc4 Bb7 15. Rac1 Ng4 16. f3 Nxe3 17. Nxe3 Rad8 18. Rfd1 h6 19. Rxd7 Rxd7 20. Kf2 Qb4 21. a3 Qb6 22. b4 Ba6 23. Qb2 Rd6 24. Rc5 Rc6 25. Ra5 Rd6 26. Rc5 Rc6 27. Ra5 Rd6 28. a4 Rc6 29. Qd2 Rd6 30. Qb2 Rc6 31. Qd2 Rd6 32. Qc3 Rc6 33. Rc5 Rxc5 34. bxc5 Qb8 35. Qd2 Kf8 36. h4 Ke7 37. h5 Kf8 38. Ng4 c6 39. Ne5 Qc7 40. Qd6+ Qxd6 41. cxd6 Bb7 42. Nd7+ Ke8 43. Nc5 Bc8 44. f4 e5 45. Kf3 e4+ 46. Kxe4 Bg4 47. Kd3 f5 48. e3 Bxh5 49. Kd4,c4,e6,g3,Nf6,Bg2,d5,Nf3,Be7,d4,O-O,O-O,dxc4,Ne5,Nc6,Bxc6,bxc6,Nxc6,Qe8,Nxe7+,Qxe7
"Krishna Teja,N",Mumbai IND,0.5,Semi-Slav Defense: Meran Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 e6 5. Nc3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Be2 Bb7 9. O-O Be7 10. e4 b4 11. e5 bxc3 12. exf6 Bxf6 13. bxc3 c5 14. dxc5 Nxc5 15. Bb5+ Kf8 16. Qxd8+ Rxd8 17. Ba3 Be7 18. Rfd1 Rxd1+ 19. Rxd1 Bxf3 20. gxf3 g6 21. Rd4 Kg7 22. Rc4 Rc8 23. Bb4 e5 24. Kg2 Kf8 25. Ba6 Rc7 26. Bxc5 Rxc5 27. Rxc5 Bxc5 28. Bc4 Ba3 29. Bd5 Bb2 30. c4 Bd4 31. Kg3 Ke7 32. Kg2 h6 33. Kf1 f5 34. Ke2 g5 35. Bg8 Kd6 36. Bh7 f4 37. Bg8 Bc5 38. h3 h5 39. Bf7 h4 40. Be8 Kc7 41. a4 Kb6 42. Kd3 Bxf2 43. Ke4 Kc5 44. Kxe5 Kxc4 45. Kf5 Kd4,d4,d5,c4,c6,Nf3,Nf6,e3,e6,Nc3,Nbd7,Bd3,dxc4,Bxc4,b5,Be2,Bb7,O-O,Be7,e4,b4
"Prajesh,R",Mumbai IND,1.0,Semi-Slav Defense,1. d4 e6 2. c4 Nf6 3. Nf3 d5 4. Nc3 c6 5. g3 dxc4 6. Bg2 b5 7. Ne5 Qb6 8. a4 Bb7 9. e4 a6 10. O-O Be7 11. d5 O-O 12. d6 Bd8 13. Be3 c5 14. b4 cxb3 15. axb5 axb5 16. Rxa8 Bxa8 17. Nd3 Nbd7 18. Qxb3 Qxd6 19. Qxb5 Be7 20. e5 Nxe5 21. Bxc5 Qxd3 22. Qxd3 Nxd3 23. Bxe7 Bxg2 24. Kxg2 Rc8 25. Bxf6 gxf6 26. Ne2 Rc2 27. Kf3 Ne5+ 28. Ke3 Rb2 29. h3 Rb3+ 30. Kd2 Nc4+ 31. Kc2 Rf3 32. Kc1 e5 33. Ng1 Ra3 34. Kc2 Rxg3 35. fxg3 Ne3+ 36. Kd3 Nxf1 37. g4 h5 38. Ke2 Ng3+ 39. Kf2 Ne4+ 40. Ke3 Nd6 41. gxh5 f5 42. Nf3 f6 43. Ne1 Kg7 44. Nd3 Kh6 45. Nc5 Kxh5 46. Kf3 Kh4 47. Kg2 f4 48. Nd7 Ne8 49. Nf8 e4 50. Ne6 f3+ 51. Kh2 Nd6 52. Nd4 f5 53. Nc2 f4 54. Nd4,d4,e6,c4,Nf6,Nf3,d5,Nc3,c6,g3,dxc4,Bg2,b5,Ne5,Qb6,a4,Bb7,e4,a6,O-O,Be7
"Subhayan,Kundu",Bhubaneswar IND,1.0,"French Defense: Steinitz Variation, Boleslavsky Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 Be7 8. Qd2 O-O 9. dxc5 Bxc5 10. O-O-O Qa5 11. a3 Rb8 12. Bxc5 Qxc5 13. Bd3 h6 14. g4 b5 15. b4 Qb6 16. Bxb5 a5 17. Bxc6 axb4 18. axb4 Qxc6 19. b5 Qc7 20. Qd4 Nb6 21. Rhg1 Bd7 22. g5 h5 23. g6 Rbc8 24. gxf7+ Rxf7 25. Kd2 Nc4+ 26. Ke2 Na3 27. Kd2 Nxb5 28. Nxb5 Qxc2+ 29. Ke1 Bxb5 30. Rd2 Qf5 31. Rg5 Rc1+ 32. Kf2 Qh3 33. Rg3 Qf1+ 34. Ke3 Rc4,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5,Nf3,Nc6,Be3,Be7,Qd2,O-O,dxc5,Bxc5,O-O-O,Qa5
Tran Tuan Minh,Bhubaneswar IND,0.5,"Nimzo-Indian Defense: St. Petersburg Variation, Romanishin-Psakhis Variation",1. d4 e6 2. c4 Nf6 3. Nc3 Bb4 4. e3 b6 5. Ne2 c5 6. a3 Ba5 7. Bd2 O-O 8. g3 cxd4 9. exd4 Bb7 10. d5 Bxc3 11. Nxc3 exd5 12. Bg2 Qc8 13. cxd5 Ba6 14. Be3 d6 15. Rc1 Qf5 16. b4 Bd3 17. h3 Nbd7 18. g4 Qg6 19. Ne2 Bxe2 20. Qxe2 h5 21. g5 Ne4 22. h4 f5 23. Bf3 f4 24. Bd4 Rae8 25. Bxh5 Qf5 26. Bxe8 Rxe8 27. Rg1 Nef6 28. gxf6 Rxe2+ 29. Kxe2 Qe4+ 30. Kf1 Qd3+ 31. Ke1 g6 32. h5 Qe4+ 33. Kf1 Qd3+ 34. Ke1 Nf8 35. hxg6 Nxg6 36. Rc8+ Kf7 37. Rc7+ Ke8 38. Rxg6 Qxg6 39. Kd2 Qf5 40. Rxa7 Qxd5 41. Kd3 b5 42. Rc7 Qf3+ 43. Kd2 Qxa3 44. Bc3 Qa2+ 45. Kd3 Qxf2 46. Rc8+ Kf7 47. Rc7+ Kg6 48. f7 Qe3+ 49. Kc2 Qe4+ 50. Kd2 Qf5 51. Rd7 d5 52. Ke1 Qb1+ 53. Kd2 Qf5 54. Ke1 Qe4+ 55. Kd2 Qf5 56. Ke1 Qe4+ 57. Kd2,d4,e6,c4,Nf6,Nc3,Bb4,e3,b6,Ne2,c5,a3,Ba5,Bd2,O-O,g3,cxd4,exd4,Bb7,d5,Bxc3
"Henriquez Villagra,C",Bhubaneswar IND,0.5,Semi-Slav Defense: Chigorin Defense,1. d4 e6 2. c4 Nf6 3. Nf3 d5 4. Nc3 c6 5. e3 Nbd7 6. b3 Bd6 7. Bb2 O-O 8. Bd3 e5 9. dxe5 Nxe5 10. Nxe5 Bxe5 11. Qc2 Be6 12. O-O-O Qa5 13. f4 dxc4 14. bxc4 Bc7 15. h3 b5 16. Ne4 Nxe4 17. Bxe4 bxc4 18. Bxh7+ Kh8 19. f5 Be5 20. Bxe5 Qxe5 21. fxe6 Qxe3+ 22. Qd2 Qa3+ 23. Qb2 Qe3+ 24. Qd2 Qa3+,d4,e6,c4,Nf6,Nf3,d5,Nc3,c6,e3,Nbd7,b3,Bd6,Bb2,O-O,Bd3,e5,dxe5,Nxe5,Nxe5,Bxe5
"Gholami,A",Bhubaneswar IND,0.5,Semi-Slav Defense: Stoltz Variation,1. d4 e6 2. c4 Nf6 3. Nf3 d5 4. Nc3 c6 5. e3 Nbd7 6. Qc2 Bd6 7. b3 O-O 8. Bb2 e5 9. h3 Re8 10. O-O-O e4 11. Nd2 Nf8 12. g4 Be6 13. Be2 a5 14. f3 exf3 15. Bxf3 Bb4 16. e4 Bxc3 17. Bxc3 a4 18. exd5 axb3 19. axb3 cxd5 20. g5 Ne4 21. Nxe4 dxe4 22. Bxe4 Qxg5+ 23. Kb1 Ng6 24. h4 Qh5 25. Rdf1 Bg4 26. d5 b6 27. d6 Rad8 28. Qf2 f6 29. Bd5+ Be6 30. Bc6 Bd7 31. Bd5+ Be6 32. Bc6 Bd7 33. Bf3 Bg4 34. Bd5+ Be6 35. d7 Rxd7 36. Bc6 b5 37. Bxd7 Bxd7 38. Re1 Rc8 39. Qd4 Bf5+ 40. Kb2 bxc4 41. Qd5+ Kh8 42. Qf7 Nf4 43. Qxh5,d4,e6,c4,Nf6,Nf3,d5,Nc3,c6,e3,Nbd7,Qc2,Bd6,b3,O-O,Bb2,e5,h3,Re8,O-O-O,e4
"Papakonstantinou,Di1",Bhubaneswar IND,0.0,"French Defense: Steinitz Variation, Boleslavsky Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 Be7 8. g3 O-O 9. Bh3 Na5 10. O-O Nc4 11. Bc1 cxd4 12. Nxd4 Bc5 13. Na4 b6 14. Nxc5 bxc5 15. Nxe6 fxe6 16. Bxe6+ Kh8 17. Bxd5 Ba6 18. Re1 Ndb6 19. Be4 Qe8 20. b3 Rd8 21. Qg4 Nd2 22. Bg2 c4 23. Ba3 Rg8 24. Rad1 c3 25. Bd6 Qb5 26. a4 Qa5 27. f5 Nd7 28. Qb4 Qb6+ 29. Qxb6 Nxb6 30. a5 Nd7 31. Bb4 Rc8 32. Re3 Nxb3 33. Rxd7 Na1 34. Be4,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5,Nf3,Nc6,Be3,Be7,g3,O-O,Bh3,Na5,O-O,Nc4
"Tahay,Alexis",Bhubaneswar IND,0.0,"French Defense: Tarrasch Variation, Closed Variation",1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. Bd3 c5 6. c3 Nc6 7. Ngf3 g6 8. h4 h6 9. Bc2 b6 10. a3 Ba6 11. Nf1 Rc8 12. Ne3 Qc7 13. b4 cxd4 14. cxd4 Bb5 15. Bd3 Nxd4 16. Nxd4 Qc3+ 17. Bd2 Qxd3 18. Nxb5 Qxb5 19. Rc1 Kd8 20. f4 Be7 21. Kf2 Qa6 22. Nc2 Rc4 23. Be3 b5 24. Nd4 Nb6 25. h5 Rxc1 26. Bxc1 Rg8 27. hxg6 Rxg6 28. f5 exf5 29. Nxf5 Qc8 30. Nxh6 Qc3 31. Rh3 Bh4+ 32. Kf1 Qc4+ 33. Kg1 Qe4 34. Qf1 Kc7 35. Nxf7 Bg3 36. Nd6 Qd4+ 37. Kh1 a6 38. Nf5 Qc4 39. Qxc4+ bxc4 40. Rxg3 Rxg3 41. Nxg3 d4 42. Ne2 d3 43. Nc3 Kd7 44. Be3 Nc8 45. Bc5 Ke6 46. Kg1 Kxe5 47. Kf2,e4,e6,d4,d5,Nd2,Nf6,e5,Nfd7,Bd3,c5,c3,Nc6,Ngf3,g6,h4,h6,Bc2,b6,a3,Ba6
"Nitheesh,Pothireddy",Rajahmundry IND,1.0,"French Defense: Classical Variation, Burn Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Nbd7 6. Bd3 h6 7. Bh4 Be7 8. Nf3 Nxe4 9. Bxe7 Qxe7 10. Bxe4 Qb4+ 11. Qd2 Qxb2 12. O-O Nf6 13. Bd3 Qa3 14. Ne5 Nd7 15. Nc4 Qe7 16. d5 Nb6 17. Nxb6 axb6 18. Rfe1 O-O 19. Qf4 Qc5 20. dxe6 Bxe6 21. Re5 Qd6 22. Qe4 g6 23. Re1 Bxa2 24. Qxb7 Be6 25. Qf3 Ra1 26. Qe3 Rfa8 27. g3 Rxe1+ 28. Qxe1 Qd4 29. Kg2 Ra1 30. Qe4 Qxe4+ 31. Bxe4 Ra5 32. Rxa5 bxa5 33. Bc6 Kf8 34. Kf3 Ke7 35. Ke3 Kd6 36. Ba4 Bd7 37. Bb3 f6 38. Kd4 c5+ 39. Kc3 g5 40. f4 gxf4 41. gxf4 a4 42. Bc4 Be6 43. Bd3 a3 44. Be4 c4 45. Bf3 Kc5 46. Be4 f5 47. Bf3 Bd5 48. Be2 a2 49. Kb2 c3+ 50. Ka1 Kd4 51. Bd3 Be4,e4,e6,d4,d5,Nc3,Nf6,Bg5,dxe4,Nxe4,Nbd7,Bd3,h6,Bh4,Be7,Nf3,Nxe4,Bxe7,Qxe7,Bxe4,Qb4+
