opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Sadler, Matthew",Hastings,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Nbd7 7. Qf3 e5 8. Nf5 g6 9. Ne3 exf4 10. Ned5 Nxd5 11. Nxd5 Ne5 12. Qxf4 Bg7 13. Be3 O-O 14. Nb6 Ng4 15. Nxa8 Bh6 16. Bb6 Qe7 17. Qf3 d5 18. Be2 Qb4+ 19. Qc3 Qxe4 20. O-O Qxe2 21. Rae1 Qb5 22. Bd4 Bd7 23. Nc7 Qc6 24. h3 Rc8 25. Qf3 Nf6 26. Nxd5,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Nbd7,Qf3,e5,Nf5,g6,Ne3,exf4,Ned5,Nxd5
"Magem Badals, Jorge",Madrid,1.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Qb3 Nc6 9. Bd3 Be7 10. O-O Ndb4 11. Be4 Nxd4 12. Nxd4 Qxd4 13. Rd1 Qe5 14. Qa4+ Kf8 15. Be3 f5 16. Bf3 Rg8 17. a3 Na6 18. Rac1 Kf7 19. Nb5 Rf8 20. Bd4 Qf4 21. Qb3 Rd8 22. g3 Qb8 23. Qe3 Bf6 24. Bxf6 Rxd1+ 25. Rxd1 Kxf6 26. Rd8,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Qb3,Nc6,Bd3,Be7,O-O,Ndb4
"Granda Zuniga, Julio E",New York,0.5,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Qb3 Nc6 9. Bd3 O-O 10. O-O Be7 11. a3 Qb6 12. Qc2 h6 13. Be3 Rd8 14. Rad1 Bf6 15. Qd2 Nce7 16. Ne4 Nf5 17. Nxf6+ Nxf6 18. Ne5 Bd7 19. g4 Nxe3 20. fxe3 Bb5 21. h4 Bxd3 22. Qxd3 Rd5 23. Rf2 Rad8 24. Qe2 Ne4 25. Rf3 f6 26. Ng6 R5d7 27. Qc2 Qc6 28. Qxc6 bxc6 29. Rf4 Nc5 30. Rff1 e5 31. Rc1 Nb3 32. Rxc6 exd4 33. exd4 Nxd4 34. Rc4 Re8 35. Kg2 Re4 36. Rf4 Rxf4 37. Nxf4 g5 38. Ng6 gxh4 39. Nxh4 Kf7 40. Ra4 Nc6 41. Nf3 a5 42. Rc4 Ne5 43. Nxe5+ fxe5 44. Kf3 Rd2 45. Rc7+ Ke6 46. Rb7 Kd6 47. b3 a4 48. bxa4,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Qb3,Nc6,Bd3,O-O,O-O,Be7
"De la Villa Garcia, Jesus Maria",Oviedo,1.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Qb3 Nc6 9. Bd3 Be7 10. O-O Qb6 11. Qd1 O-O 12. a3 Bf6 13. Be3 g6 14. Bc4 Nxe3 15. fxe3 Bg7 16. Rf2 Bd7 17. Ba2 Rad8 18. Qe2 Qa5 19. Raf1 Ne7 20. Nd2 Qh5 21. Rf3 Bc6 22. Nde4 Nf5 23. Qe1 Qh4 24. Qxh4 Nxh4 25. Rh3 Nf5 26. g4 Nxe3 27. Rxe3 Bxd4 28. Re1 f5 29. Nf2 fxg4 30. Bxe6+ Kh8 31. Bxg4 Rf4 32. Bh3 Rdf8 33. Ncd1 Ba4 34. Bg2 Bxe3 35. Rxe3 Bxd1 36. Nxd1 Rd8 37. Nc3 Rd2 38. b4 Rg4 39. Ne2 b6 40. Kf2 h5 41. Bf3 Rc4 42. Re8+ Kg7 43. Re7+ Kh6 44. Rxa7 g5 45. Ke3 Rb2 46. Bd5,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Qb3,Nc6,Bd3,Be7,O-O,Qb6
"Adams, Michael",Roquebrune,0.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Bd2 Nc6 9. Bd3 Be7 10. O-O O-O 11. Rc1 Ndb4 12. Bb1 Nxd4 13. Nxd4 Qxd4 14. Qe2 Nc6 15. Nb5 Qe5 16. Qd3 Qh5 17. Be3 Rd8 18. Qb3 a6 19. Nc7 Bd6 20. f4 Bxc7 21. Rf3 f5 22. Rg3 Qf7 23. Bb6 Bxb6+ 24. Qxb6 Bd7 25. Qxb7 Nd4,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Bd2,Nc6,Bd3,Be7,O-O,O-O
"Polugaevsky, Lev",Roquebrune,0.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Qc7 7. Nf3 e6 8. Bd3 Nbd7 9. O-O b5 10. Qe1 Bb7 11. Kh1 b4 12. Nd1 Be7 13. Nf2 Nc5 14. Bd2 a5 15. a3 b3 16. Bb5+ Nfd7 17. Rc1 bxc2 18. Rxc2 a4 19. Bb4 O-O 20. Qe3 Nf6 21. f5 exf5 22. exf5 Nd5 23. Qd4 Qb6 24. Bc4 Bf6 25. Bxc5 dxc5 26. Qd2 Rad8 27. Qc1 Bd4 28. Re2 Nf6 29. Re7 Rde8 30. Qe1 Qd8 31. Rxe8 Rxe8 32. Qd2 Bxf3 33. gxf3 Qd7 34. Qd3 Re3 35. Qd1 Qxf5 36. Be2 Qd7 37. Ng4 Nd5 38. Nxe3 Nxe3 39. Qd3 Nxf1 40. Bxf1 Qb7 41. Qe2 g6 42. Kg2 Qxb2 43. Qxb2 Bxb2 44. Bb5 Bxa3 45. Bxa4 c4 46. Kf2 c3 47. Ke3 Bd6 48. h3 Kg7 49. f4 f5 50. Bb3 Kf6 51. Kf3 Bc5 52. Ke2 h6 53. Kd3 Bb4 54. Kc4 Ba5 55. Kd4 g5 56. Ke3 Bc7 57. fxg5+ hxg5 58. Kd4 Be5+ 59. Ke3 g4 60. hxg4 fxg4 61. Ke4 g3 62. Kf3 Ke7 63. Bc2 Kd6 64. Be4 Kc5 65. Ke2 Kd4 66. Bc2 Kc4 67. Ke3 Kb4 68. Ke2 Ka3,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,Qc7,Nf3,e6,Bd3,Nbd7,O-O,b5,Qe1,Bb7
"Kortschnoj, Viktor",Roquebrune,1.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Bd2 Nc6 9. Bd3 Be7 10. O-O O-O 11. a3 Bf6 12. Qe2 Bxd4 13. Rad1 g6 14. Nxd5 exd5 15. Nxd4 Nxd4 16. Qe5 Nc6 17. Qg3 Re8 18. Bc3 Be6 19. Bb5 f6 20. h4 a6 21. Bxc6 bxc6 22. Bd4 Rc8 23. Qc3 Kf7 24. b4 Bf5 25. Qd2 Qd6 26. Bc5 Qc7 27. Qh6 Kg8 28. Rfe1 Bg4 29. Rc1 Re5 30. Bd4 Rh5 31. Qe3 Rxh4 32. Qg3 Qxg3 33. fxg3 Rh5 34. Re7 Rf5 35. Rce1 Rf8 36. Rc7 Rf7 37. Rxc6 h5 38. Rxa6 h4 39. Ra8+ Kg7 40. b5 hxg3 41. b6 Rf4 42. Ra7 Bc8 43. Ree7 Rxd4 44. Rxf7+ Kh6 45. Rxf6 Bf5 46. Kf1 Rd1+ 47. Ke2 Rb1 48. Ra4 Rb2+ 49. Kf3 Rb3+ 50. Kf4 Be4 51. Rb4 Rf3+ 52. Ke5 Re3 53. b7 Bxg2+ 54. Kd6 Be4 55. b8=Q g2 56. Rb1 Bxb1 57. Qxb1 Rg3 58. Qg1,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Bd2,Nc6,Bd3,Be7,O-O,O-O
"Ljubojevic, Ljubomir",Roquebrune,0.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 Nf6 4. Nc3 cxd4 5. Nxd4 a6 6. f4 e6 7. Qf3 Qb6 8. Nb3 Qc7 9. Bd3 Nbd7 10. g4 h6 11. Qh3 g6 12. Be3 Bg7 13. O-O-O Nb6 14. Rhe1 Bd7 15. f5 g5 16. Qf3 O-O-O 17. Bd4 exf5 18. e5 dxe5 19. Bxe5 Qc6 20. Qxc6+ Bxc6 21. Bxf5+ Bd7 22. Rxd7 Nbxd7 23. Nc5 Rhe8 24. N3a4 Nd5 25. Bg3 Rxe1+ 26. Bxe1 Kc7 27. Nxd7 Rxd7 28. Bg3+ Kd8 29. Bxd7 Kxd7 30. Nc5+ Kc6 31. Nd3 Ne3 32. h3 Kd5 33. Bf2 Bd4 34. c3 Bb6 35. b3 Ke4 36. Kd2 Kf3 37. c4 Nxc4+ 38. bxc4 Bxf2 39. Ne5+ Kg3 40. Nxf7 Bc5 41. Nxh6 Kxh3 42. Kd3 Bf8 43. Nf7 Kxg4 44. Ke4 b6 45. Ne5+ Kh5 46. Kf5 Bc5 47. Ng4 Bd4 48. Nh2 Bb2 49. Ng4 a5 50. a4 Kh4 51. Nf2 Bd4 52. Ng4 Bb2 53. Nf2 Bc1 54. Ng4 Kg3 55. Ne5 Bf4 56. Nd7 Be3 57. Ne5 Bf4 58. Nd7 Kf3 59. Nf6 Ke3 60. Nd5+ Kd4 61. Nxb6 Bc1 62. Kg4 Kc5 63. Nd5 Kxc4 64. Nb6+ Kb3 65. Kf3 Kb4 66. Kg4 Kb3 67. Kf3 Bd2 68. Kg4 Be3 69. Nd5 Bf4 70. Nb6 Bc7 71. Nd5 Bd8 72. Ne3 Kxa4 73. Nc4 Kb4 74. Ne5 Kb5 75. Nf7 Be7 76. Ne5 a4 77. Nd3 a3 78. Nc1 Kc4 79. Kf5 Kc3 80. Kg4 Kc2 81. Na2,e4,c5,Nf3,d6,d4,Nf6,Nc3,cxd4,Nxd4,a6,f4,e6,Qf3,Qb6,Nb3,Qc7,Bd3,Nbd7,g4,h6
"Hellers, Ferdinand",Biel,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Bd3 Nbd7 8. Qf3 g6 9. Nb3 Bg7 10. Be3 O-O 11. g4 Rb8 12. h4 b5 13. h5 Bb7 14. hxg6 hxg6 15. O-O-O b4 16. Ne2 a5 17. g5 Nh5 18. Bb5 Ba8 19. Ba4 Nb6 20. Bxb6 Qxb6 21. Rxh5 gxh5 22. Ng3 Rfc8 23. Nxh5 Qc7 24. Nd4 Bxd4 25. Rxd4 Bc6 26. Bxc6 Qxc6 27. Qd3 Rd8 28. Rc4 Qb6 29. b3 Kf8 30. Nf6 Ke7 31. Rd4 Rbc8 32. e5 d5 33. g6 Rc3 34. Qd1 Rdc8 35. Rd2 Rg3 36. Rxd5 Rxg6 37. Rd7+ Kf8 38. Rxf7+ Kxf7 39. Qd7+,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Bd3,Nbd7,Qf3,g6,Nb3,Bg7,Be3,O-O
"Wojtkiewicz, Aleksander",Budapest,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e5 7. Nf3 Nbd7 8. a4 Be7 9. Bd3 O-O 10. O-O exf4 11. Kh1 Ne5 12. Bxf4 Qc7 13. Bg5 Be6 14. a5 Nfg4 15. Bf4 Nxf3 16. Qxf3 Ne5 17. Qg3 Rac8 18. Be3 Rfe8 19. Bb6 Qd7 20. Bd4 Qd8 21. Nd5 Bh4 22. Qf4 Nxd3 23. cxd3 Qg5 24. Qf3 Qg6 25. Ne3 Be7 26. Bc3 Rcd8 27. Rf2 Bh4 28. Rff1 Bg5 29. Rae1 Rd7 30. Nf5 Bf6 31. d4 Rdd8 32. Qf4 d5 33. Nd6 Re7 34. e5 Bg5 35. Qf3 Rc7 36. Bb4 Be7 37. Bc5 Rdd7 38. b4 h6 39. Qa3 Rc6 40. Qb3 Bh4 41. Re3 f6 42. Qd1 fxe5 43. dxe5 Kh7 44. Kg1 Rcc7 45. Rf4 Bg5 46. Rg3 d4 47. Rxd4,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e5,Nf3,Nbd7,a4,Be7,Bd3,O-O,O-O,exf4
"Ftacnik, Lubomir",Budapest,1.0,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Bd3 b5 8. Qf3 Bb7 9. Be3 Nbd7 10. a3 g6 11. O-O-O Qc7 12. g4 Nc5 13. Kb1 Be7 14. Rhe1 O-O-O 15. g5 Ne8 16. b4 Nxd3 17. cxd3 Kb8 18. Rc1 Qd7 19. Bg1 Rc8 20. Qf2 Ba8 21. a4 bxa4 22. b5 axb5 23. Ndxb5 a3 24. Nxa3 Rc7 25. Qb2+ Rb7 26. Ncb5 Rf8 27. Ba7+ Rxa7 28. Nxa7+ Kxa7 29. Nb5+ Kb8 30. Nd4+ Bb7 31. Nc6+ Kc8 32. Ne5+ Qc7 33. Rxc7+ Nxc7 34. Nc4 Ba6 35. Nb6+ Kd8 36. Rc1 d5 37. Qc2 Bd6 38. Qc6 Bxd3+ 39. Ka1,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Bd3,b5,Qf3,Bb7,Be3,Nbd7,a3,g6
"Yudasin, Leonid",Dos Hermanas,0.5,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 e6 7. Be2 Qc7 8. O-O Be7 9. a4 O-O 10. Kh1 Rd8 11. Qe1 Nc6 12. Nxc6 bxc6 13. Qg3 d5 14. Bd3 dxe4 15. Nxe4 c5 16. b3 Nxe4 17. Bxe4 Bf6 18. Bxa8 Bxa1 19. Qf3 Bf6,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f4,e6,Be2,Qc7,O-O,Be7,a4,O-O,Kh1,Rd8
"Karpov, Anatoly",Monte Carlo,1.0,"Caro-Kann Defense: Panov Attack, Main Line",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4 7. cxd5 Nxd5 8. Bd2 Nc6 9. Bd3 Be7 10. O-O O-O 11. a3 Nxc3 12. Bxc3 Bf6 13. Ne5 Ne7 14. Qf3 Nd5 15. Be4 a5 16. Rac1 b6 17. Bd2 Bb7 18. Qg3 g6 19. Bh6 Bg7 20. Bxg7 Kxg7 21. Ng4 Qb8 22. Ne5 Nf6 23. Bb1 Qd6 24. Qf4 Qd5 25. f3 Rac8 26. Rcd1 Qb3 27. Qd2 Rc7 28. Rde1 Rfc8 29. Re3 Qd1 30. Rxd1 Rc1 31. Rxc1 Rxc1+ 32. Qxc1,e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,Nf3,Bb4,cxd5,Nxd5,Bd2,Nc6,Bd3,Be7,O-O,O-O
