opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Leenhouts,K",chess.com INT,1.0,Catalan Opening: Open Defense,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Nf3 dxc4 5. Bg2 Bd7 6. Ne5 Bc6 7. Nxc6 Nxc6 8. O-O Qd7 9. Qa4 Nd5 10. Qxc4 h5 11. Nc3 O-O-O 12. Nxd5 exd5 13. Qa4 Kb8 14. Bf4 h4 15. Rfc1 hxg3 16. hxg3 Bd6 17. Bxd6 Qxd6 18. Rc5 Ne7 19. Rac1 Rc8 20. b4 f5 21. e3 g5 22. Ra5 a6 23. b5 Ka7 24. Rc6 Nxc6 25. Rxa6+ bxa6 26. Qxa6+ Kb8 27. bxc6 Qb4 28. Bf1 Qb6 29. Qa4 Qb1 30. Kg2 Rh1,d4,Nf6,c4,e6,g3,d5,Nf3,dxc4,Bg2,Bd7,Ne5,Bc6,Nxc6,Nxc6,O-O,Qd7,Qa4,Nd5,Qxc4,h5
Yang Kaiqi,lichess.org INT,1.0,Horwitz Defense,1. d4 e6 2. Nf3 Nf6 3. g3 b5 4. Bg2 Bb7 5. O-O Be7 6. Nbd2 O-O 7. Re1 d5 8. c3 c5 9. dxc5 Bxc5 10. Nb3 Bb6 11. Bf4 Ne4 12. e3 Nd7 13. Nfd2 Nxd2 14. Qxd2 e5 15. Bxd5 Bxd5 16. Qxd5 exf4 17. exf4 Nc5 18. Red1 Qxd5 19. Rxd5 Rac8 20. Nd4 Nd3 21. Nf5 Rcd8 22. Rxb5 Nxf2 23. Rxb6 axb6 24. Kxf2 Rd2+ 25. Kf3 Rxb2 26. a4 g6 27. Ne7+ Kg7 28. h4 Rd8 29. h5 Rd3+ 30. Kg4 Rg2 31. hxg6 hxg6 32. Rh1 Rdxg3+ 33. Kh4 Rxc3,d4,e6,Nf3,Nf6,g3,b5,Bg2,Bb7,O-O,Be7,Nbd2,O-O,Re1,d5,c3,c5,dxc5,Bxc5,Nb3,Bb6
Le Tuan Minh,lichess.org INT,0.0,Queen's Pawn Game: London System,1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 Nh5 7. Bg3 cxd4 8. exd4 g6 9. Bd3 Bg7 10. O-O O-O 11. Re1 f6 12. Bh4 Qb6 13. Qb3 Nf4 14. Bf1 e5 15. Bg3 Bf5 16. Bxf4 Qxb3 17. axb3 exf4 18. b4 g5 19. Nb3 Kf7 20. b5 Ne7 21. Nc5 b6 22. Na6 Rfd8 23. Nc7 Rac8 24. Na6 Rd7 25. Nb4 Bf8 26. Bd3 Bxd3 27. Nxd3 Ng6 28. Nd2 Bd6 29. Re2 Ne7 30. Nb1 Nf5 31. Na3 f3 32. gxf3 Nh4 33. Ne1 Rg8 34. h3 h5 35. Nac2 g4 36. fxg4 hxg4 37. hxg4 Rxg4+ 38. Kf1 Bh2 39. Re3 Nf5 40. Rh3 Rg1+ 41. Ke2 Re7+ 42. Ne3 Bf4 43. Rh7+ Ng7 44. Nc2 Rg6 45. Kf3 Bxe3 46. Nxe3 Kg8 47. Rah1 Rg5 48. Rh8+ Kf7 49. Rd8 Ke6 50. Rh7 Nf5 51. Rxe7+ Nxe7 52. Ra8 Rg1 53. Rxa7 Rb1 54. b4 Rb3 55. Ke2 Rxc3 56. Rxe7+,d4,d5,Nf3,Nf6,Bf4,e6,e3,c5,c3,Nc6,Nbd2,Nh5,Bg3,cxd4,exd4,g6,Bd3,Bg7,O-O,O-O
Dong Bao Nghia,chess.com INT,1.0,Horwitz Defense,1. d4 e6 2. Bf4 Nf6 3. e3 c5 4. h3 cxd4 5. exd4 Qb6 6. Nc3 Qxb2 7. Nb5 Bb4+ 8. Ke2 Nd5 9. Kf3 Nxf4 10. Rb1 Qxa2 11. Rxb4 Nd5 12. Bc4 Qa5 13. Rb3 O-O 14. Ne2 a6 15. Nd6 Qc7 16. Bxd5 Qxd6 17. Be4 f5 18. Bd3 b5 19. Rg1 Bb7+ 20. Ke3 Nc6 21. c3 Na5 22. Rb4 Rac8 23. f3 Rxc3 24. Nxc3 Qxb4 25. Qa1 Nb3 26. Na2 Qd2#,d4,e6,Bf4,Nf6,e3,c5,h3,cxd4,exd4,Qb6,Nc3,Qxb2,Nb5,Bb4+,Ke2,Nd5,Kf3,Nxf4,Rb1,Qxa2
Nguyen Duc Hoa,lichess.org INT,1.0,Catalan Opening: Open Defense,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Bd7 6. O-O Bc6 7. Qc2 Be7 8. Nbd2 b5 9. a4 a6 10. b3 cxb3 11. Qxb3 b4 12. Nc4 Bd5 13. Bf4 Nc6 14. Qd3 O-O 15. Rfc1 Be4 16. Qe3 Rc8 17. Bg5 Bd5 18. Qf4 h6 19. Bxf6 Bxf6 20. e4 Bxc4 21. Rxc4 Nxd4 22. Nxd4 Bxd4 23. Rd1 Bxf2+,d4,Nf6,c4,e6,g3,d5,Bg2,dxc4,Nf3,Bd7,O-O,Bc6,Qc2,Be7,Nbd2,b5,a4,a6,b3,cxb3
"Tang,Andrew",lichess.org INT,1.0,Horwitz Defense,1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nge2 Ne7 8. Ng3 O-O 9. Be2 f5 10. exf5 Nxf5 11. O-O Nd4 12. Bd3 Nd7 13. f4 a6 14. h3 b5 15. Be3 Bb7 16. f5 Ne5 17. fxg6 hxg6 18. Nce4 Bxd5 19. Bg5 Qc7 20. Nf6+ Bxf6 21. Bxf6 Nef3+ 22. gxf3 Rxf6 23. f4 Raf8 24. Qg4 Qg7 25. Rae1 Bxa2 26. Kh2 Qh6 27. f5 Bd5 28. fxg6 Rf2+ 29. Rxf2 Rxf2+ 30. Kg1 Rg2+ 31. Kf1 Qf8+ 32. Bf5 Rxg3,d4,e6,c4,c5,d5,exd5,cxd5,d6,Nc3,g6,e4,Bg7,Nge2,Ne7,Ng3,O-O,Be2,f5,exf5,Nxf5
Le Tuan Minh,lichess.org INT,0.5,Queen's Pawn Game: London System,1. d4 e6 2. Nf3 Nf6 3. Bf4 c5 4. c3 Nc6 5. e3 d5 6. Nbd2 cxd4 7. cxd4 Bd6 8. Bg3 O-O 9. Bd3 Qe7 10. Ne5 Nd7 11. f4 f5 12. O-O Nf6 13. Bh4 Bd7 14. Rc1 Be8 15. a3 a6 16. Ndf3 Rc8 17. Nxc6 Rxc6 18. Qb3 Qc7 19. Rxc6 Bxc6 20. Rc1 Qd7 21. Ne5 Bxe5 22. dxe5 Ne4 23. Qb4 Rc8 24. h3 h6 25. Kh2 Qe8 26. Qe7 Qxe7 27. Bxe7 Kf7 28. Bb4 Ke8 29. Ba5 Kd7 30. Bb6 Bb5 31. Rxc8 Kxc8 32. Bc2 Kd7 33. g4 g6 34. Bxe4 dxe4 35. Kg3 Be2 36. Bc5 Ke8 37. Kh4 Kf7 38. Bd6 b5,d4,e6,Nf3,Nf6,Bf4,c5,c3,Nc6,e3,d5,Nbd2,cxd4,cxd4,Bd6,Bg3,O-O,Bd3,Qe7,Ne5,Nd7
"Rychagov,A",lichess.org INT,1.0,Horwitz Defense,1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. Nf3 Bg7 7. Bg5 Ne7 8. h4 h6 9. Bf4 a6 10. a4 Bg4 11. Nd2 Bxc3 12. bxc3 Nxd5 13. Bg3 O-O 14. Ne4 Be6 15. Qd2 Kh7 16. Nxd6 Nd7 17. e4 N5f6 18. e5 Nh5 19. Bh2 Qxh4 20. Be2 Nxe5 21. Bxh5 Qxh5 22. Ne4 Ng4 23. f3 Qh4+ 24. g3 Qe7 25. fxg4 Bxg4 26. Qf4 f5 27. O-O Qxe4 28. Qc7+ Kg8 29. Rae1 Qc6 30. Qxc6 bxc6 31. Re6 Kf7 32. Rxc6 Rfc8 33. Rxc8 Rxc8 34. Rb1 Rc6 35. Rb7+ Ke6 36. Kg2 Kd5 37. Bg1 Kc4 38. Be3 g5 39. a5 Bh5 40. Rb6 Bf7 41. Rxc6 Bd5+ 42. Kf2 Bxc6 43. Ke1 Kb5,d4,e6,c4,c5,d5,exd5,cxd5,d6,Nc3,g6,Nf3,Bg7,Bg5,Ne7,h4,h6,Bf4,a6,a4,Bg4
"Galperin,Platon",chess.com INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. O-O Bc6 7. Qc2 Nbd7 8. Qxc4 Bd5 9. Qd3 c5 10. Nc3 Bc6 11. Be3 cxd4 12. Bxd4 Be7 13. Rfd1 O-O 14. Ng5 Bxg2 15. Kxg2 Qa5 16. h4 Rfd8 17. Qf3 h6 18. Nge4 Qa6 19. a4 Rac8 20. Nb5 b6 21. Nxf6+ Nxf6 22. Rd3 Rd5 23. b3 Rf5 24. Qe3 Qb7+ 25. f3 Rc2 26. Bxf6 Rxf6 27. Rad1 Bc5 28. Rd8+ Kh7 29. Qd3+ Rg6 30. Qxc2 f5 31. Qd3 Qe7 32. Kh3 Bf2 33. f4 a6 34. Qf3 Rxg3+ 35. Qxg3 Bxg3 36. Kxg3 axb5 37. axb5 Qc5 38. R1d3 Qxb5 39. h5 Qc5 40. Re8 Qg1+ 41. Kf3 Qh1+ 42. Ke3 Qxh5 43. Rdd8 Qh3+ 44. Kd4 Qxb3 45. Ke5 Qe3+ 46. Kd6 Qxf4+ 47. Kxe6 Kg6 48. Rd6 Kh5 49. Rf8 g6 50. Rxb6 Qe3+ 51. Kf6 Qxb6+ 52. Kg7 Qd4+,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Bd7,O-O,Bc6,Qc2,Nbd7,Qxc4,Bd5,Qd3,c5,Nc3,Bc6
"Gukesh,D",chess.com INT,1.0,Queen's Pawn Game: London System,1. d4 Nf6 2. Nf3 d5 3. Bf4 e6 4. e3 c5 5. Nbd2 Nc6 6. c3 cxd4 7. exd4 Nh5 8. Bg5 f6 9. Be3 Bd6 10. g3 O-O 11. Bg2 f5 12. Bg5 Qe8 13. Nb3 f4 14. g4 Nf6 15. Bxf6 gxf6 16. Qd2 Kh8 17. O-O-O a5 18. Nc5 e5 19. Rhe1 e4 20. Nh4 Bxg4 21. f3 e3 22. Qd3 Bh5 23. Nf5 Bxc5 24. dxc5 Rd8 25. Nd6 Qg6 26. Qxd5 Ne5 27. Bh1 Rd7 28. Rg1 Qh6 29. Qe4 Bg6 30. Qd4 Qxh2 31. Rg2 Qh6 32. Rf1 Nd3+ 33. Kb1 Nxc5+ 34. Ka1 Ne6 35. Qb6 Ng5 36. Nc4 Rg7 37. Re2 Bd3 38. Qd6 Rd7 39. Qxd7 Bxe2 40. Nd6 Bxf1 41. Nf5 Qg6,d4,Nf6,Nf3,d5,Bf4,e6,e3,c5,Nbd2,Nc6,c3,cxd4,exd4,Nh5,Bg5,f6,Be3,Bd6,g3,O-O
"Kovalev,Vl",chess.com INT,0.0,Modern Defense: Standard Defense,1. e4 d6 2. d4 g6 3. Nc3 Bg7 4. Be3 e6 5. f4 a6 6. Nf3 b5 7. Bd3 Bb7 8. Ne2 Nd7 9. a4 b4 10. a5 Ngf6 11. Ng3 h5 12. e5 Nd5 13. Bd2 h4 14. Ne4 h3 15. g3 Qe7 16. Qe2 Kf8 17. O-O Kg8 18. Rae1 Rh5 19. g4 Rh8 20. g5 Kf8 21. c4 bxc3 22. bxc3 dxe5 23. Nxe5 Qd8 24. Rb1 Ra7 25. Nxd7+ Qxd7 26. Nc5 Qc6 27. Be4 Bc8 28. Qf2 Qd6 29. Rb8 Ke7 30. c4 c6 31. Rbb1 Nc7 32. Be3 Na8 33. Rfd1 Rd8 34. Nd3 Qxd4 35. Bxd4 Bxd4 36. Ne5 Bxf2+ 37. Kxf2 Rxd1 38. Nxc6+ Kf8 39. Rxd1 Rc7 40. Rd8+ Kg7 41. Ne5 Bb7 42. Bxb7 Rxb7 43. Rxa8 Rb2+ 44. Kg3 Rb3+ 45. Kg4,e4,d6,d4,g6,Nc3,Bg7,Be3,e6,f4,a6,Nf3,b5,Bd3,Bb7,Ne2,Nd7,a4,b4,a5,Ngf6
"Theodorou,Nikolas",chess.com INT,1.0,Catalan Opening: Open Defense,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 Bd7 6. Ne5 Bc6 7. Nxc6 Nxc6 8. O-O Qd7 9. e3 h5 10. Nd2 h4 11. Nxc4 Nd5 12. e4 Nb6 13. d5 Nxc4 14. dxc6 Qxc6 15. e5 Qa6 16. Qb3 Nb6 17. Bg5 hxg3 18. hxg3 c6 19. Rfd1 Nd5 20. Rac1 Be7 21. Bxe7 Kxe7 22. Qc2 Qb6 23. b4 Rh5 24. a4 a6 25. b5 axb5 26. axb5 Rxe5 27. bxc6 bxc6 28. Rb1 Qa7 29. Qxc6 Rb8 30. Ra1 Qb6 31. Qc2 Rd8 32. Rab1 Qd6 33. Rb7+ Rd7 34. Rdb1 Kf6 35. Rxd7 Qxd7 36. Qb2 g5 37. Re1 Qd6 38. Qd4 g4 39. Bh1 Kf5 40. Be4+ Kf6 41. Bg2 Kf5 42. Be4+ Kg5 43. Qd2+ Kf6 44. Qh6+ Ke7 45. Qh4+ Nf6 46. Re3 Qd1+ 47. Kh2 Qd4 48. Bg2 Rxe3 49. fxe3 Qxe3 50. Qh8 Qe5 51. Qa8 Qh5+ 52. Kg1 Qc5+ 53. Kh2 Qd6 54. Qa7+ Nd7 55. Qa1 Qe5 56. Qa3+ Qc5 57. Qc1 Qh5+ 58. Kg1 Qe5 59. Qh6 Qxg3 60. Qg5+ Kd6 61. Qd2+ Ke5 62. Qb2+ Kf5 63. Qc2+ Kf6 64. Qb2+ Qe5 65. Qa3 Qf5 66. Kh1 Ne5 67. Qb2 Qh5+ 68. Kg1 Qg5 69. Qb8 Kg7 70. Qc8 Qf6 71. Qc2 Ng6 72. Qc1 Qd4+ 73. Kh1 Qf6 74. Qe3 g3 75. Qg1 Qh4+ 76. Bh3 Qxh3+ 77. Qh2,d4,d5,c4,e6,Nf3,Nf6,g3,dxc4,Bg2,Bd7,Ne5,Bc6,Nxc6,Nxc6,O-O,Qd7,e3,h5,Nd2,h4
"Molina,Rob",chess.com INT,1.0,Horwitz Defense,1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. h3 a6 8. a4 Ne7 9. Bd3 O-O 10. Nge2 f5 11. O-O Nd7 12. f3 Ne5 13. Bc2 c4 14. Be3 Qc7 15. Nd4 f4 16. Bf2 g5 17. Qd2 h5 18. a5 g4 19. hxg4 hxg4 20. Rfd1 g3 21. Be1 N7g6 22. Kf1 Qe7 23. Nce2 Qh4 24. Ng1 Qh1 25. Qe2 Nh4 26. Bc3 Rf6 27. Ne6 Bd7 28. Bxe5 dxe5 29. Ba4 Be8 30. Bxe8 Rxe8 31. Nxg7 Kxg7 32. d6 Rh6 33. Rd2 Ng6 34. d7 Reh8 35. Qe1 Qxg1+ 36. Ke2 Qxg2+ 37. Kd1 Qxf3+ 38. Kc2 Rh2 39. d8=Q Rxd8,d4,e6,c4,c5,d5,exd5,cxd5,d6,Nc3,g6,e4,Bg7,h3,a6,a4,Ne7,Bd3,O-O,Nge2,f5
