opponent,location,result,opening,moves,white_move_1,black_move_1,white_move_2,black_move_2,white_move_3,black_move_3,white_move_4,black_move_4,white_move_5,black_move_5,white_move_6,black_move_6,white_move_7,black_move_7,white_move_8,black_move_8,white_move_9,black_move_9,white_move_10,black_move_10
"Yudin,S",Astana KAZ,0.5,English Opening: Agincourt Defense,1. Nf3 e6 2. c4 d5 3. b3 Nf6 4. Bb2 Be7 5. g3 O-O 6. Bg2 b6 7. O-O Bb7 8. e3 dxc4 9. bxc4 c5 10. Qe2 Nc6 11. Nc3 Nb4 12. d4 Rc8 13. Rfd1 cxd4 14. exd4 Re8 15. a3 Nc6 16. Ne5 Qc7 17. Nb5 Qb8 18. a4 Na5 19. Bc3 Bxg2 20. Kxg2 Qb7+ 21. f3 a6 22. Na3 Nc6 23. Nd3,Nf3,e6,c4,d5,b3,Nf6,Bb2,Be7,g3,O-O,Bg2,b6,O-O,Bb7,e3,dxc4,bxc4,c5,Qe2,Nc6
"Rathore,So",Ahmedabad IND,1.0,Nimzo-Larsen Attack: Classical Variation,1. b3 d5 2. Bb2 Bf5 3. g3 Nf6 4. Bg2 e6 5. Nf3 c6 6. d3 Bd6 7. Nbd2 Qe7 8. O-O O-O 9. e4 dxe4 10. dxe4 Nxe4 11. Nh4 Nxd2 12. Nxf5 exf5 13. Qxd2 Qc7 14. Rfe1 f6 15. Rad1 Bc5 16. Qd3 Na6 17. Qxf5 Rad8 18. Bf1 Bb4 19. Rxd8 Qxd8 20. Re4 Bd2 21. Bc4+ Kh8 22. Rh4 Bh6 23. Bd3 g6 24. Qh3 Bg7 25. Bxg6 Qe7 26. Bxh7 Nc7 27. Ba3,b3,d5,Bb2,Bf5,g3,Nf6,Bg2,e6,Nf3,c6,d3,Bd6,Nbd2,Qe7,O-O,O-O,e4,dxe4,dxe4,Nxe4
"Petrosyan,M",chess.com INT,0.0,English Opening: Agincourt Defense,1. Nf3 d5 2. c4 e6 3. g3 dxc4 4. Bg2 Nd7 5. Qa4 a6 6. Qxc4 b5 7. Qc2 Bb7 8. O-O c5 9. a4 Ngf6 10. d3 Be7 11. Nc3 Qb6 12. Be3 O-O 13. b4 Rac8 14. axb5 axb5 15. Rfb1 Ng4 16. Qd2 Nxe3 17. Qxe3 Bf6 18. Qd2 cxb4 19. Ne4 Bxa1 20. Rxa1 Bxe4 21. dxe4 Nf6 22. Qxb4 Qc5 23. Rb1 Qxb4 24. Rxb4 Rc1+ 25. Bf1 Rb8 26. e3 Ra1 27. Kg2 Ra4 28. Rxb5 Rxb5 29. Bxb5 Rxe4 30. Nd4 Re5 31. Be2 Ra5 32. h3 g6 33. g4 Kg7 34. Bf3 Ra2 35. Nc6 h5 36. Kg3 h4+ 37. Kg2 g5 38. Ne5 Ne8 39. Bc6 Nd6 40. Kg1 Kf6 41. Nd7+ Ke7 42. Ne5 f6 43. Nd3 Rd2 44. Ne1 Rd1 45. Kf1 Rc1 46. Bf3 Nc4 47. Ke2 Ne5 48. Be4 Ra1 49. Bg2 Ra2+ 50. Kf1 Kd6 51. Be4 Nc4 52. Bd3 Nd2+ 53. Kg2 Ke5 54. Nc2 Ne4 55. Kf3 f5 56. gxf5 exf5 57. Kg2 Nc5 58. Nb4 Rb2 59. Nc6+ Kd6 60. Bxf5 Kxc6 61. Kf3 Kd6 62. Kg4 Rxf2 63. Kxg5 Ke5 64. Bg4 Ne4+ 65. Kxh4 Rf1 66. Kh5 Re1 67. Kg6 Rxe3 68. Kf7 Ng5+,Nf3,d5,c4,e6,g3,dxc4,Bg2,Nd7,Qa4,a6,Qxc4,b5,Qc2,Bb7,O-O,c5,a4,Ngf6,d3,Be7
"Krjukova,I",chess.com INT,1.0,Nimzo-Larsen Attack: Classical Variation,1. b3 d5 2. Bb2 c6 3. c4 e6 4. Nf3 Nf6 5. g3 Nbd7 6. Bg2 Bd6 7. O-O O-O 8. d4 b6 9. Nc3 Bb7 10. Nd2 Rc8 11. e4 dxe4 12. Ndxe4 Nxe4 13. Nxe4 Be7 14. Qe2 Qc7 15. Rfd1 Nf6 16. Rac1 Nxe4 17. Bxe4 Bf6 18. Qf3 Rfd8 19. Rc2 Rb8 20. c5 b5 21. Kg2 Rd7 22. h4 Rbd8 23. Rcd2 b4 24. h5 h6 25. Bc2 a5 26. Qe4 Ba6 27. Qh7+ Kf8 28. Re1 Rd5 29. Bd1 Rxc5 30. dxc5 Rxd2 31. Bxf6 gxf6 32. Qxh6+,b3,d5,Bb2,c6,c4,e6,Nf3,Nf6,g3,Nbd7,Bg2,Bd6,O-O,O-O,d4,b6,Nc3,Bb7,Nd2,Rc8
"Wagh,Suyog",chess.com INT,1.0,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6 3. e3 Nf6 4. Bb5 Bd6 5. Ne2 Qe7 6. O-O a6 7. Bxc6 dxc6 8. d3 O-O 9. Nd2 c5 10. Nc4 b5 11. Nxd6 cxd6 12. e4 Be6 13. f4 exf4 14. Nxf4 Nd7 15. d4 cxd4 16. Qxd4 Ne5 17. Rad1 Rfd8 18. h3 Rac8 19. Rd2 f6 20. Qe3 Bf7 21. Qg3 Qb7 22. Re2 Re8 23. Qf2 Ng6 24. Nh5 Ne5 25. Nxg7 Kxg7 26. Qxf6+ Kg8 27. Ref2 Bg6 28. Qxd6 Qc6 29. Bxe5 Qxd6 30. Bxd6 Rxe4 31. Rd2 Re6 32. Rff2 Re1+ 33. Kh2 Rc1 34. c4 bxc4 35. bxc4 R1xc4 36. a3 Rc2 37. Rxc2 Rxc2 38. Rf8+ Kg7 39. Rf4 Rc6 40. Bf8+ Kg8 41. Bh6 Rc8 42. Rf6 a5 43. Ra6 Rc5 44. Ra7 Rh5 45. Bd2 Rd5 46. Bxa5 Rd3 47. Bb4 Be4 48. Re7 Bc6 49. Re2 Rb3 50. Rc2 Be4 51. Rd2 h5 52. Rd4 Bb7 53. Rd8+ Kf7 54. Rd7+ Kg6 55. Rxb7 Kg5 56. Be7+ Kf4 57. Rxb3 h4 58. Rf3+ Ke4 59. Bxh4,b3,e5,Bb2,Nc6,e3,Nf6,Bb5,Bd6,Ne2,Qe7,O-O,a6,Bxc6,dxc6,d3,O-O,Nd2,c5,Nc4,b5
"Mohammad Fahad,Rahman",chess.com INT,1.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 c5 3. d5 d6 4. Nc3 Nbd7 5. e4 h6 6. Be3 a6 7. a4 g6 8. Nf3 Bg7 9. Nd2 O-O 10. Be2 Re8 11. O-O Nf8 12. Nc4 b6 13. f4 Bb7 14. Bf3 Qc7 15. e5 N6d7 16. e6 fxe6 17. dxe6 Nf6 18. a5 b5 19. Nb6 Rad8 20. f5 gxf5 21. Ncd5 Bxd5 22. Nxd5 Nxd5 23. Bxd5 Nh7 24. Rxf5 Nf6 25. Rxf6 Bxf6 26. Qg4+ Kh8 27. Qg6,d4,Nf6,Bg5,c5,d5,d6,Nc3,Nbd7,e4,h6,Be3,a6,a4,g6,Nf3,Bg7,Nd2,O-O,Be2,Re8
"Postny,E",lichess.org INT,0.5,Trompowsky Attack,1. d4 Nf6 2. Bg5 d5 3. Nd2 Nbd7 4. e3 c5 5. c3 g6 6. Ngf3 Bg7 7. Bd3 O-O 8. O-O Re8 9. a4 e5 10. dxe5 Nxe5 11. Nxe5 Rxe5 12. Nf3 Re8 13. a5 Be6 14. Bb5 Bd7 15. Qa4 Bxb5 16. Qxb5 Qc7 17. Rfd1 Qc6 18. Qd3 c4 19. Qd2 Rad8 20. Bxf6 Bxf6 21. h3 Qb5 22. Qc2 Re6 23. Rd2 Ra6 24. Qa4 Qc5 25. e4 dxe4 26. Rxd8+ Bxd8 27. Qe8+ Kg7 28. Qxe4 Rxa5 29. Rf1 Bf6 30. Nd2 Ra2 31. Qxb7 Qb6 32. Qxb6 axb6 33. Nxc4 b5 34. Nd6 Be5 35. Nxb5 Rxb2 36. c4 Rc2 37. Re1 Bb8,d4,Nf6,Bg5,d5,Nd2,Nbd7,e3,c5,c3,g6,Ngf3,Bg7,Bd3,O-O,O-O,Re8,a4,e5,dxe5,Nxe5
"Demchenko,A",lichess.org INT,0.5,Trompowsky Attack,1. d4 Nf6 2. Bg5 g6 3. Nd2 Bg7 4. e4 d6 5. c3 O-O 6. Bd3 c5 7. Ngf3 cxd4 8. cxd4 Nc6 9. O-O h6 10. Bh4 Nh5 11. d5 Nb4 12. Bc4 Bd7 13. a3 Na6 14. b4 Rc8 15. Rc1 Nc7 16. Re1 g5 17. Bg3 Nb5 18. Bxb5 Rxc1 19. Qxc1 Bxb5 20. e5 Nxg3 21. hxg3 Qc8 22. exd6 exd6 23. Qxc8 Rxc8 24. Re7 Ba6 25. Ne4 Rd8 26. g4 Bc4 27. Ng3 Bxd5 28. Nf5 Bf8 29. Re3 Be6 30. N3d4 Bd7 31. Rh3 Rc8 32. Nxh6+ Bxh6 33. Rxh6 Bxg4 34. Rxd6 Rc3 35. f3 Bh5 36. Rd5 Rxa3 37. Rxg5+ Bg6 38. f4 Kf8 39. f5 Bh7 40. Rh5 Kg8 41. Nf3 Rb3 42. Rg5+ Kf8 43. Rh5 Kg7 44. f6+ Kg8 45. Rh4 Bf5 46. Ne5 Be6 47. Rd4 Kh7 48. Kf2 Kh6 49. Rf4 Kg5 50. g3 Rb2+ 51. Ke1 Bd5 52. Rd4 Be6 53. Rf4 b6 54. Nf3+ Kh6 55. Nd4 Bd5 56. Kd1 a5 57. bxa5 bxa5 58. Kc1 Rg2 59. Rf5 Bc4 60. Rxa5 Kg6 61. Nf5 Rg1+ 62. Kd2 Kxf6 63. Ke3 Be6 64. Nd4 Rxg3+ 65. Kf4 Rg4+ 66. Ke3 Bd7 67. Rd5 Be6 68. Ra5 Rg3+ 69. Kf4 Rh3 70. Nxe6 fxe6 71. Ke4 Rh4+ 72. Ke3 Rg4 73. Kf3 Rd4 74. Ke3 Rb4 75. Kf3 e5 76. Ra8 Rf4+ 77. Ke3 Rh4 78. Rf8+ Ke7 79. Ra8 Ke6 80. Re8+ Kd6 81. Rd8+ Ke7 82. Ra8 Rd4 83. Ra6 Rd6 84. Rxd6 Kxd6 85. Ke4 Ke6 86. Ke3 Kd5 87. Kd3 e4+ 88. Ke3 Ke5 89. Ke2 Kd4 90. Kd2 e3+ 91. Ke2 Ke4 92. Ke1 Kd3 93. Kd1 e2+ 94. Ke1 Ke3,d4,Nf6,Bg5,g6,Nd2,Bg7,e4,d6,c3,O-O,Bd3,c5,Ngf3,cxd4,cxd4,Nc6,O-O,h6,Bh4,Nh5
"Paravyan,D",lichess.org INT,0.0,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6 3. e3 Nf6 4. Bb5 Qe7 5. Ne2 a6 6. Bxc6 dxc6 7. O-O h5 8. f4 e4 9. f5 h4 10. Bxf6 gxf6 11. Nec3 Bd7 12. Qg4 O-O-O 13. Qxe4 Qd6 14. Qf4 Qe7 15. Qe4 Qd6 16. Qf3 Bh6 17. Ne4 Qe5 18. d4 Qe7 19. Nbc3 h3 20. Qxh3 Bf4 21. Qf3 Bxh2+ 22. Kf2 Rde8 23. Rh1 c5 24. Nxc5 Bc6 25. e4 Qd6 26. Rad1 Rhg8 27. Ne2 b6 28. Nxa6 Bxe4 29. Qh5 Rxg2+ 30. Kf1 Bb7 31. Nxc7 Qxc7 32. Rd2 Bf4 33. Qh8 Rxh8 34. Rxh8+ Kd7 35. Nxf4 Qxf4+,b3,e5,Bb2,Nc6,e3,Nf6,Bb5,Qe7,Ne2,a6,Bxc6,dxc6,O-O,h5,f4,e4,f5,h4,Bxf6,gxf6
"Gurevich,D",chess.com INT,1.0,English Opening: Agincourt Defense,1. c4 e6 2. Nf3 d5 3. e3 Nf6 4. b3 Be7 5. Bb2 O-O 6. Qc2 c5 7. Rg1 Nc6 8. g4 d4 9. exd4 cxd4 10. g5 Nh5 11. Qe4 e5 12. Na3 g6 13. Qd5 Bf5 14. Qxd8 Rfxd8 15. Nh4 Be6 16. O-O-O Nf4 17. Nc2 a5 18. a3 Nh3 19. Bxh3 Bxh3 20. d3 Rac8 21. Rde1 Re8 22. Kd2 Bd6 23. Re4 Be6 24. Rge1 b5 25. cxb5 Na7 26. b6 Nb5 27. Rxe5 Bxe5 28. Rxe5 Bxb3 29. Rxe8+ Rxe8 30. Nxd4 Nxd4 31. Bxd4 Bd5 32. Bc3 a4 33. Bb4 f6 34. gxf6 Kf7 35. Bc3 Rb8 36. Bd4 Rd8 37. Kc3 Rc8+ 38. Kb4 Rd8 39. f4 h6 40. f5 g5 41. Ng6 Bf3 42. Ne5+ Kxf6 43. Nxf3+ Kxf5 44. Bc5 h5 45. Nd4+ Kf4 46. Ne6+,c4,e6,Nf3,d5,e3,Nf6,b3,Be7,Bb2,O-O,Qc2,c5,Rg1,Nc6,g4,d4,exd4,cxd4,g5,Nh5
"Indjic,A",lichess.org INT,0.0,Trompowsky Attack,1. d4 Nf6 2. Bg5 g6 3. Nd2 d5 4. e3 Bg7 5. Bd3 c5 6. c3 Qb6 7. Rb1 Nc6 8. Ngf3 O-O 9. O-O Re8 10. h3 e5 11. dxe5 Nxe5 12. Nxe5 Rxe5 13. Bf4 Re7 14. b4 c4 15. Be2 Bf5 16. Rc1 a5 17. a3 axb4 18. axb4 Ra3 19. Bxc4 dxc4 20. Nxc4 Qa7 21. Nxa3 Qxa3 22. Qd8+ Re8 23. Qc7 Qa6 24. Rfd1 h5 25. Rd8 Rxd8 26. Qxd8+ Kh7 27. Be5 b5 28. Rd1 Qe6 29. Bd4 Bc2 30. Rc1 Bb3 31. Ra1 Bd5 32. f3 Bc4 33. e4 g5 34. Ra7 g4 35. hxg4 hxg4 36. Re7 Qa6 37. Qc7 Qa1+ 38. Kh2 gxf3 39. gxf3 Qb2+ 40. Kg3 Nh5+ 41. Kg4 Kg6 42. Qd6+ Bf6 43. Bxf6 Qg2+ 44. Kh4 Qf2+ 45. Kg4 Nxf6+ 46. Kh3 Bf1#,d4,Nf6,Bg5,g6,Nd2,d5,e3,Bg7,Bd3,c5,c3,Qb6,Rb1,Nc6,Ngf3,O-O,O-O,Re8,h3,e5
"Krishnan,V",chess.com INT,0.0,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6 3. e3 a6 4. c4 Nf6 5. Nc3 d5 6. cxd5 Nxd5 7. a3 Be6 8. Nge2 Be7 9. Nxd5 Bxd5 10. Nc3 Be6 11. Qc2 O-O 12. h4 Na5 13. b4 Nb3 14. Rd1 c5 15. b5 axb5 16. Bxb5 c4 17. Ne4 Qc7 18. Ng5 Bxg5 19. hxg5 g6 20. Qe4 Nc5 21. Qb1 Nd3+ 22. Kf1 f6 23. f3 fxg5 24. Kg1 e4 25. Rh2 exf3 26. gxf3 Rxf3 27. Qc2 Rg3+ 28. Rg2 Rxg2+ 29. Kxg2 Bd5+,b3,e5,Bb2,Nc6,e3,a6,c4,Nf6,Nc3,d5,cxd5,Nxd5,a3,Be6,Nge2,Be7,Nxd5,Bxd5,Nc3,Be6
"Oparin,G",lichess.org INT,1.0,English Opening: Agincourt Defense,1. c4 e6 2. Nf3 d5 3. e3 Nf6 4. b3 Bd6 5. Bb2 O-O 6. Qc2 Re8 7. d4 b6 8. Nbd2 Bb7 9. Bd3 Nbd7 10. O-O dxc4 11. Nxc4 Bxf3 12. gxf3 Qe7 13. f4 c5 14. Kh1 Rac8 15. Qe2 cxd4 16. Nxd6 Qxd6 17. Bxd4 e5 18. fxe5 Nxe5 19. Bf5 Qd5+ 20. f3 Rcd8 21. Rad1 Qa5 22. Qg2 Ng6 23. Bb1 Qh5 24. Rg1 Rc8 25. f4 Qh6 26. Bxf6 gxf6 27. f5 Re5 28. Rdf1 Kg7 29. Qf2 Qxe3 30. fxg6 Qxf2 31. Rxf2 fxg6 32. Rd1 Rc7 33. Rfd2 Ree7 34. Kg2 f5 35. Bd3 Kf6 36. Bc4 Kg5 37. Kf3 Re4 38. Rd4 Ree7 39. h4+ Kh5 40. Kf4 Rc5 41. Rd7 Rce5 42. Rxe7 Rxe7 43. Bd5 Rd7 44. Bf3+,c4,e6,Nf3,d5,e3,Nf6,b3,Bd6,Bb2,O-O,Qc2,Re8,d4,b6,Nbd2,Bb7,Bd3,Nbd7,O-O,dxc4
